ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID690957092,19 Belmont Rd,2,h,2400000.0,12/08/2017,1.0,0.0,1110.0,34.0,-37.76778,145.03312
ID741061255,10 Campbell Gr,3,t,900000.0,16/07/2016,2.0,2.0,608.0,7.0,-37.7763,144.9967
ID272624706,18 Wigan Cl,4,h,730000.0,9/09/2017,2.0,2.0,400.0,7.0,-37.617290000000004,145.0238
ID190304075,12 Stott St,3,h,1225000.0,23/04/2016,1.0,2.0,307.0,109.0,-37.764,144.9976
ID393050423,40 Allan St,3,h,1860000.0,19/11/2016,2.0,2.0,311.0,94.0,-37.7603,144.8921
ID740823549,1 Elphin St,2,h,1070000.0,29/04/2017,1.0,3.0,480.0,129.0,-37.8431,144.8919
ID306228050,3/31 Thomas St,2,u,720000.0,3/09/2016,1.0,1.0,832.0,4.0,-37.9387,145.0063
ID387507921,16 Margaret St,3,h,1305000.0,16/09/2017,1.0,0.0,174.0,119.0,-37.84517,144.98727
ID215600733,1/67 Milleara Rd,2,u,502000.0,22/05/2016,1.0,2.0,0.0,29.0,-37.7346,144.8646
ID743950471,2/152 Gillies St,2,h,610000.0,10/12/2016,1.0,1.0,66.0,49.0,-37.7722,145.0178
ID112946867,2/67 Nimmo St,2,u,645000.0,27/06/2016,1.0,1.0,170.0,25.0,-37.7475,144.8959
ID651090795,5 Kiewa St,4,h,1450000.0,22/07/2017,2.0,1.0,803.0,54.0,-37.86162,145.11042
ID606714893,9/19 Mercer Rd,3,u,735000.0,7/05/2016,2.0,1.0,2113.0,49.0,-37.8543,145.0262
ID566556044,114 Fongeo Dr,3,h,540000.0,3/09/2017,2.0,2.0,353.0,8.0,-37.9105,144.73457
ID714150622,11 Craigielea Av,2,h,610000.0,15/07/2017,1.0,2.0,419.0,44.0,-37.7398,144.80348
ID715984680,158 Keele St,3,h,1309000.0,13/05/2017,1.0,0.0,168.0,24.0,-37.7975,144.9924
ID793576777,10 Normanby St,4,h,1150000.0,15/10/2016,2.0,1.0,481.0,109.0,-37.7709,144.9151
ID804474107,106 Parer Rd,3,h,790000.0,18/03/2017,1.0,3.0,614.0,24.0,-37.7194,144.8827
ID378931242,3 Clairmont St,3,h,787000.0,3/06/2017,1.0,3.0,716.0,64.0,-37.77917,144.81407
ID578152922,1/141 Anderson Rd,2,u,420000.0,13/05/2017,1.0,1.0,192.0,49.0,-37.7832,144.8275
ID281267313,2 Fordham Rd,4,h,741000.0,6/05/2017,1.0,2.0,659.0,8.0,-37.7148,145.019
ID938476235,75 West St,3,h,800000.0,10/12/2016,2.0,2.0,565.0,59.0,-37.7094,144.9377
ID271233335,16 Birdwood St,4,h,1186000.0,28/05/2016,1.0,2.0,895.0,79.0,-37.7285,144.9964
ID509669041,10 Wickham Rd,4,h,1125000.0,23/09/2017,1.0,1.0,700.0,69.0,-37.94312,145.0244
ID488111413,203/551 Flinders La,1,u,275000.0,22/04/2017,1.0,0.0,0.0,19.0,-37.8199,144.9558
ID915201992,11 Gaskell Ct,3,h,820000.0,17/06/2017,2.0,2.0,530.0,12.0,-37.88893,144.7866
ID272752121,29 Livingstone St,4,h,1350000.0,3/06/2017,1.0,2.0,587.0,48.0,-37.76737,145.03943999999996
ID410591260,6 Everest Ct,3,h,596000.0,16/09/2017,1.0,2.0,570.0,79.0,-37.66422,144.99893
ID531114445,329 George St,4,h,1924500.0,3/09/2016,4.0,2.0,1157.0,99.0,-37.7779,145.127
ID920369952,226 Union Rd,5,h,2200000.0,3/09/2016,3.0,2.0,735.0,99.0,-37.8175,145.0987
ID318940592,146 Cornwall Rd,3,h,590000.0,16/07/2016,1.0,1.0,438.0,69.0,-37.7804,144.8425
ID752482274,2/119 Marlborough St,2,u,655000.0,18/06/2016,1.0,1.0,154.0,19.0,-37.9079,145.0685
ID505436314,11 Vincent St,4,h,3400000.0,3/09/2016,3.0,2.0,856.0,99.0,-37.8628,145.0436
ID889253620,58 Tarella Dr,3,h,580000.0,3/06/2017,1.0,4.0,677.0,89.0,-37.72188,144.81489
ID702764653,26 Octantis St,4,h,1390000.0,8/07/2017,3.0,2.0,664.0,41.0,-37.77813,145.16558
ID768382878,9/63 Ormond Rd,2,u,550000.0,6/08/2016,1.0,1.0,0.0,59.0,-37.8839,144.9855
ID986178909,6 Sproul St,3,h,520000.0,25/02/2017,1.0,1.0,535.0,79.0,-37.757,144.8313
ID423331024,2/33 Cluden St,2,u,903000.0,27/11/2016,1.0,1.0,171.0,49.0,-37.9125,145.0114
ID438983472,40 Carlton St,3,h,660000.0,7/11/2016,1.0,0.0,580.0,13.0,-37.7804,144.8481
ID855454607,2/11 French St,3,u,542000.0,1/07/2017,2.0,2.0,213.0,49.0,-37.677479999999996,145.01791
ID297920656,9 Ethel St,3,t,865000.0,13/05/2017,2.0,2.0,194.0,19.0,-37.7538,144.9991
ID796386283,23 Leonard St,3,h,1275000.0,24/06/2017,1.0,0.0,245.0,39.0,-37.78167,145.01316
ID255223235,91 Rathmines Rd,4,h,2350000.0,22/08/2016,2.0,2.0,556.0,119.0,-37.8204,145.0516
ID272274930,11/33 Rankins Rd,2,u,666000.0,13/08/2016,1.0,2.0,1111.0,21.0,-37.7896,144.9321
ID456587075,15 Littlewood St,3,h,2513000.0,6/05/2017,2.0,1.0,766.0,89.0,-37.9346,145.0049
ID526297251,20 Green St,4,h,2265000.0,4/03/2017,2.0,2.0,925.0,94.0,-37.7652,145.041
ID713826469,1 East St,3,t,1000000.0,27/11/2016,2.0,2.0,200.0,16.0,-37.7766,144.9277
ID973109451,3 Pembury St,3,h,485000.0,19/08/2017,2.0,1.0,321.0,6.0,-37.56937,144.90524
ID917172549,9/21 Park La,3,u,2050000.0,29/04/2017,2.0,2.0,3197.0,59.0,-37.8446,144.9844
ID836672128,2/33 Wedge St,2,u,503000.0,29/07/2017,2.0,2.0,214.0,19.0,-37.651509999999995,145.02815
ID522453959,8/251 Burke Rd,2,u,600000.0,27/06/2016,1.0,1.0,0.0,59.0,-37.8555,145.0518
ID441070731,50 Bridport St,2,h,2000000.0,16/04/2016,2.0,1.0,141.0,119.0,-37.8389,144.9612
ID854334591,2/3 Burkitt Ct,3,u,496000.0,6/08/2016,1.0,1.0,266.0,29.0,-37.7322,145.0318
ID370699481,26 Stymie St,5,h,1250000.0,17/06/2017,3.0,2.0,544.0,79.0,-37.71499,145.02966999999995
ID263559224,8 Yumbarra Pde,4,h,595000.0,27/05/2017,2.0,2.0,448.0,7.0,-37.61337,145.03606000000005
ID760858610,4/58 Bath Rd,2,u,671000.0,4/03/2017,1.0,1.0,0.0,59.0,-37.8555,145.0889
ID608393790,105/72 Cross St,1,u,375000.0,16/04/2016,1.0,1.0,0.0,99.0,-37.8006,144.881
ID903596517,1/18 Leafield St,3,u,537000.0,14/05/2016,1.0,2.0,327.0,59.0,-37.7125,145.0768
ID639094942,11 Kalista Ct,3,h,1180000.0,1/07/2017,1.0,1.0,563.0,14.0,-37.85771,145.15466
ID916108353,2A Erica St,2,h,1800000.0,27/11/2016,1.0,3.0,716.0,24.0,-37.8213,145.079
ID760771996,4/29 Champion Rd,2,u,400000.0,8/10/2016,1.0,1.0,0.0,49.0,-37.8564,144.8864
ID536327314,2/12 Ashby Gr,2,u,600000.0,23/04/2016,1.0,1.0,112.0,49.0,-37.7669,145.0521
ID622864685,13 Union St,3,h,735000.0,15/10/2016,1.0,1.0,490.0,49.0,-37.7892,144.8432
ID167826254,10 Speight St,3,h,1200000.0,20/05/2017,1.0,1.0,447.0,69.0,-37.7622,145.0074
ID509776693,13/41 Moreland St,2,u,571000.0,16/07/2016,2.0,1.0,0.0,6.0,-37.8025,144.9073
ID614414925,31 Rubens Gr,5,h,2900000.0,7/05/2016,2.0,2.0,795.0,109.0,-37.8181,145.0668
ID141431265,32 Chadstone Rd,3,h,2250000.0,6/05/2017,1.0,2.0,840.0,69.0,-37.883,145.0791
ID323418201,4/67 Hoffmans Rd,2,u,457000.0,4/06/2016,1.0,1.0,0.0,44.0,-37.7467,144.8906
ID569470660,1001/639 Little Bourke St,2,u,470000.0,18/03/2017,1.0,2.0,0.0,102.0,-37.816,144.9535
ID650016046,19 Balcombe St,3,h,555000.0,4/06/2016,1.0,1.0,565.0,79.0,-37.7781,144.8451
ID942565443,6 Hamilton St,3,h,2275000.0,17/09/2016,2.0,1.0,359.0,19.0,-37.8965,145.0022
ID843402767,27 Beuron Rd,3,h,1001000.0,16/09/2017,1.0,2.0,667.0,119.0,-37.828720000000004,144.84558
ID138236766,1/28 Nevis St,2,u,700000.0,27/11/2016,1.0,1.0,631.0,49.0,-37.8434,145.08100000000005
ID734054856,49 Service St,4,h,1740000.0,27/11/2016,3.0,2.0,414.0,69.0,-37.9401,145.0083
ID337930048,3/5 Florence Rd,3,t,865000.0,25/02/2017,1.0,1.0,217.0,49.0,-37.8275,145.1032
ID641995164,2 Collett St,3,h,840000.0,15/07/2017,1.0,0.0,114.0,59.0,-37.78895,144.93351
ID273522724,23A Johnson St,2,h,995000.0,8/04/2017,1.0,2.0,228.0,15.0,-37.7634,144.9985
ID554380577,26 Walter St,4,h,1440000.0,19/11/2016,3.0,4.0,672.0,59.0,-37.8536,144.8734
ID545381980,1A Rosemary Gr,3,t,1333000.0,16/09/2017,2.0,1.0,344.0,54.0,-37.85289,145.0944
ID664498833,1/59 Leicester St,3,t,1520000.0,12/11/2016,2.0,2.0,0.0,129.0,-37.7951,144.9776
ID153334198,9/11 Smith St,2,u,525000.0,13/05/2017,1.0,1.0,0.0,8.0,-37.7912,144.9318
ID809154264,2 Ajax Cl,4,h,720000.0,9/09/2017,2.0,2.0,660.0,34.0,-37.720859999999995,144.79399999999995
ID894333093,44 Milton Pde,3,h,780000.0,3/06/2017,1.0,1.0,546.0,129.0,-37.69388,145.06463
ID752158060,7/53 Wattletree Rd,1,u,390000.0,14/05/2016,1.0,0.0,881.0,119.0,-37.8614,145.0222
ID337882529,10A Coniston Av,3,t,780000.0,29/07/2017,2.0,1.0,195.0,14.0,-37.7325,144.88272
ID627642620,907/341 Ascot Vale Rd,2,u,439000.0,8/04/2017,1.0,1.0,0.0,14.0,-37.7679,144.9245
ID880252838,54 Rosslyn Av,3,h,725000.0,15/07/2017,1.0,1.0,769.0,39.0,-38.118,145.13015
ID757331301,17 View St,3,h,3725000.0,13/05/2017,2.0,2.0,857.0,139.0,-37.8203,145.0785
ID978466807,17 Kalawar Av,3,h,762000.0,15/07/2017,2.0,2.0,792.0,39.0,-37.82809,145.29287
ID929732394,5/11 Albion St,2,u,497500.0,28/08/2016,0.0,0.0,0.0,91.0,-37.8739,144.9929
ID311285799,17 Longmuir Rd,3,h,785000.0,4/03/2017,1.0,2.0,0.0,49.0,-37.7114,145.0885
ID158824368,19 Myrtle St,4,h,1470000.0,15/10/2016,2.0,1.0,694.0,69.0,-37.7565,145.0506
ID899094320,110 Vale St,2,h,4525000.0,3/12/2016,2.0,1.0,220.0,129.0,-37.8181,144.9879
ID666741393,4 Hillard St,3,h,1690000.0,24/06/2017,1.0,2.0,706.0,89.0,-37.88066,145.06605
ID859616514,17 Bannister St,4,h,618000.0,20/05/2017,1.0,2.0,604.0,49.0,-37.6875,144.9102
ID653604631,6/285 Barkly St,1,u,450000.0,18/06/2016,1.0,1.0,0.0,10.0,-37.8731,144.9799
ID231641732,36 Scott Gr,3,h,690000.0,27/11/2016,1.0,2.0,556.0,49.0,-37.7174,145.0361
ID128356807,53 Scott Gr,2,h,731000.0,11/03/2017,1.0,0.0,640.0,19.0,-37.717,145.0312
ID694213379,225 Gillies St,3,h,1055000.0,27/06/2016,1.0,2.0,382.0,69.0,-37.7696,145.0188
ID503094458,1 Fuller St,4,h,1351000.0,28/05/2016,2.0,2.0,740.0,54.0,-37.7781,145.0901
ID522958365,1/2 Kitchener St,3,t,1260000.0,27/06/2016,2.0,2.0,284.0,29.0,-37.7966,145.048
ID613209427,3/201 Rosanna Rd,3,u,600000.0,14/05/2016,2.0,2.0,169.0,9.0,-37.7415,145.0726
ID419373474,14 Ward St,3,h,1700000.0,24/06/2017,1.0,1.0,118.0,99.0,-37.83347,144.95692
ID299235510,3 Parramatta Rd,3,h,452000.0,22/07/2017,1.0,3.0,567.0,39.0,-37.88666,144.66149
ID651119927,1 Marriage Rd,4,h,1815000.0,22/05/2016,2.0,2.0,732.0,22.0,-37.9184,145.007
ID457761327,3/61 Mount Pleasant Rd,2,u,725000.0,29/07/2017,1.0,2.0,848.0,99.0,-37.82577,145.17896000000005
ID875065995,44 Shaw St,3,h,1305000.0,26/08/2017,1.0,3.0,650.0,69.0,-37.74009,144.88736
ID756228314,32 Moira Av,4,h,785000.0,23/09/2017,2.0,2.0,534.0,21.0,-37.69583,144.98056
ID664651772,14/1102 Lygon St,1,u,437000.0,24/09/2016,1.0,1.0,0.0,49.0,-37.7798,144.9707
ID320319111,13 Whitby St,3,h,767000.0,19/11/2016,1.0,2.0,561.0,69.0,-37.7098,145.0031
ID943741047,4/426 Buckley St,3,t,730000.0,18/06/2016,2.0,2.0,0.0,4.0,-37.7532,144.8848
ID731926142,36 Ogrady St,2,h,1620000.0,15/10/2016,1.0,2.0,251.0,129.0,-37.787,144.9988
ID214014101,1/2 Dubbo St,3,u,675000.0,9/09/2017,1.0,1.0,284.0,2.0,-37.77933,144.81679
ID615563305,8/25 Omama Rd,1,u,295000.0,29/07/2017,1.0,1.0,0.0,49.0,-37.89022,145.07333
ID331965993,40 Hughes Pde,4,h,770000.0,4/03/2017,1.0,2.0,855.0,89.0,-37.6997,145.0043
ID456459558,1/59 Middle Rd,2,t,675000.0,15/07/2017,1.0,2.0,198.0,10.0,-37.76703,144.88915
ID157346659,3/11 Oriel Rd,3,t,890000.0,4/06/2016,2.0,2.0,249.0,14.0,-37.766,145.0345
ID451496800,46 Tinning St,2,h,765000.0,28/05/2016,1.0,1.0,199.0,139.0,-37.759,144.9597
ID391017616,18/55 Moreland St,3,u,855000.0,17/06/2017,2.0,2.0,0.0,49.0,-37.804429999999996,144.90642
ID164216298,12/41 Kooyong Rd,2,u,620000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.8596,145.0198
ID810336920,17 Payne St,3,h,586000.0,23/09/2017,1.0,1.0,534.0,59.0,-37.686409999999995,144.88487
ID621346128,34 Stanford Cl,3,h,670000.0,16/09/2017,2.0,2.0,350.0,59.0,-37.69592,144.96381
ID317111551,4/78 Dendy St,3,h,1390000.0,4/03/2017,1.0,2.0,340.0,44.0,-37.9205,145.0007
ID998375793,87 Mills St,3,h,2120000.0,17/06/2017,1.0,3.0,753.0,85.0,-37.93649,145.01107
ID982420375,3/10 Kendall St,2,u,702500.0,4/03/2017,1.0,1.0,168.0,11.0,-37.758,144.9311
ID189489181,742 Barkly St,3,h,1415000.0,4/02/2016,1.0,6.0,970.0,64.0,-37.7958,144.8645
ID841370428,4 Longview Rd,3,h,515000.0,19/08/2017,1.0,0.0,915.0,49.0,-37.78495,145.3919
ID697414653,18 Francis St,2,h,780000.0,20/05/2017,1.0,1.0,433.0,79.0,-37.7521,145.0516
ID561554864,88 Perry St,4,h,1730000.0,15/10/2016,2.0,2.0,490.0,12.0,-37.7749,145.0242
ID278611944,171 Moreland Rd,4,h,145000.0,4/06/2016,1.0,1.0,536.0,109.0,-37.7555,144.9658
ID254495332,20 Ajax St,4,h,1620000.0,16/07/2016,2.0,1.0,654.0,59.0,-37.7885,145.0854
ID588909326,2/17 Anderson Rd,3,t,525000.0,1/07/2017,2.0,1.0,177.0,59.0,-37.79408,144.82613999999995
ID264405745,12/219 Williams Rd,1,u,310000.0,12/11/2016,1.0,1.0,0.0,69.0,-37.8444,145.0037
ID934784469,2/50 Jackson St,3,u,700000.0,18/06/2016,1.0,1.0,202.0,43.0,-37.7389,144.887
ID876342223,176 Peel St,5,h,2550000.0,18/06/2016,4.0,2.0,597.0,3.0,-37.7937,145.0353
ID607826348,24/1 Muir St,3,h,1100000.0,15/07/2017,2.0,1.0,109.0,20.0,-37.81442,145.01531
ID319431026,118 Ludstone St,2,h,1615000.0,12/11/2016,1.0,1.0,801.0,85.0,-37.9348,145.0162
ID484769060,4 Milleara Rd,4,t,886000.0,10/12/2016,3.0,1.0,322.0,69.0,-37.7293,144.8659
ID136353648,10 Yuluma Ct,4,h,600500.0,22/07/2017,2.0,2.0,580.0,59.0,-38.13805,145.16668
ID994637807,8/569 Orrong Rd,1,u,324000.0,16/04/2016,1.0,1.0,0.0,119.0,-37.8537,145.0114
ID668161196,8 Merbein St,3,h,683500.0,14/05/2016,1.0,2.0,590.0,79.0,-37.717,144.9507
ID939286034,37 Roberts St,3,h,891000.0,18/06/2016,3.0,1.0,292.0,21.0,-37.7505,144.8657
ID930739042,49 Kent Rd,2,h,860000.0,24/06/2017,1.0,4.0,609.0,12.0,-37.720909999999996,144.94601
ID779498313,8 Graham Rd,3,h,810000.0,6/05/2017,1.0,1.0,667.0,89.0,-37.743,145.0839
ID877073779,7 Wattlebird Ct,4,h,2000000.0,7/05/2016,3.0,2.0,928.0,23.0,-37.842,145.102
ID143642827,126 Mills St,2,h,1535000.0,1/07/2017,1.0,0.0,171.0,119.0,-37.8481,144.9566
ID775849840,4/44 Victoria St,2,u,653000.0,10/09/2016,1.0,1.0,129.0,7.0,-37.7422,144.9606
ID307578843,1/35 Marne St,3,u,1630000.0,10/09/2016,1.0,1.0,0.0,39.0,-37.8359,144.9839
ID982498049,24 Epstein St,2,h,650000.0,15/10/2016,1.0,1.0,750.0,49.0,-37.7092,144.9933
ID807047596,25 Bruce St,3,h,690000.0,26/08/2017,1.0,2.0,535.0,89.0,-37.67324,145.03513
ID481928143,190 Southern Rd,3,h,710000.0,27/11/2016,2.0,4.0,1.0,59.0,-37.7411,145.0394
ID871485719,5 Ballarat Rd,2,h,610000.0,19/08/2017,1.0,2.0,208.0,44.0,-37.78865,144.88276000000005
ID824518904,28 Higgins Cl,4,h,915000.0,12/08/2017,2.0,2.0,649.0,39.0,-37.971579999999996,145.12634
ID130716547,1/37 Myrtle St,3,t,1010000.0,10/12/2016,2.0,2.0,314.0,16.0,-37.7554,145.0516
ID273299871,82/390 Toorak Rd,3,u,1072000.0,13/08/2016,0.0,0.0,0.0,49.0,-37.8407,145.0043
ID222290962,28 Millicent St,4,h,1775000.0,16/09/2017,2.0,2.0,1240.0,69.0,-37.74085,145.07055
ID664651772,14/1102 Lygon St,1,u,437000.0,24/09/2016,1.0,1.0,0.0,49.0,-37.7798,144.9707
ID649570580,11 Dummett Av,4,h,576000.0,22/07/2017,2.0,1.0,570.0,34.0,-37.87185,144.68931
ID297189600,3 Mell St,5,h,2170000.0,17/09/2016,1.0,0.0,333.0,49.0,-37.8474,145.0063
ID160671470,13 Crispe St,4,h,1100000.0,3/06/2017,2.0,2.0,665.0,109.0,-37.72787,144.99423000000004
ID685704214,24a Helen Rd,2,u,617000.0,27/05/2017,2.0,1.0,306.0,8.0,-37.87275,145.26325
ID465675770,28 Greenwood Dr,3,h,805000.0,1/07/2017,1.0,2.0,669.0,49.0,-37.70834,145.05424
ID625647087,9/35 Powlett St,2,u,872000.0,28/05/2016,0.0,0.0,0.0,89.0,-37.8154,144.9851
ID226473011,61 Osborne St,3,h,2395000.0,18/03/2017,1.0,2.0,442.0,49.0,-37.8432,144.9906
ID368540142,5 Carrington St,4,h,1850000.0,7/11/2016,2.0,2.0,619.0,29.0,-37.8025,145.0843
ID579498431,147 Gillies St,3,h,1375000.0,28/08/2016,1.0,1.0,496.0,109.0,-37.7737,145.018
ID179077193,6/55 Provost St,2,u,640000.0,8/10/2016,2.0,1.0,0.0,13.0,-37.802,144.9459
ID832727566,3/11 Ormond Rd,2,u,410000.0,26/07/2016,1.0,1.0,0.0,49.0,-37.903,145.0452
ID536426801,17B McFarlane St,2,h,1085000.0,18/03/2017,2.0,1.0,152.0,44.0,-37.7661,145.0001
ID138078619,11 Maireana St,4,h,1085000.0,3/06/2017,2.0,2.0,238.0,12.0,-37.7833,144.89717
ID870315186,1 Riverpark Dr,4,h,1055000.0,8/07/2017,2.0,2.0,652.0,22.0,-37.87325,145.23244
ID117889962,1/38 Neville St,3,u,1170000.0,10/09/2016,1.0,2.0,0.0,94.0,-37.8977,145.0493
ID234231762,4 Short St,3,h,746000.0,16/09/2017,1.0,1.0,400.0,69.0,-37.80954000000001,145.25538
ID878576462,30 Rowena Pde,3,h,1345000.0,27/06/2016,1.0,1.0,209.0,119.0,-37.8206,144.9913
ID287025344,59 Heath St,3,h,1670000.0,16/04/2016,2.0,1.0,140.0,139.0,-37.8353,144.9442
ID836334552,57 Frensham Rd,3,h,581000.0,3/12/2016,2.0,2.0,567.0,49.0,-37.7148,145.0851
ID312055363,32 Lobb St,3,t,820000.0,25/02/2017,2.0,2.0,4668.0,8.0,-37.7687,144.9649
ID821349021,2 Hazel Gr,2,h,915000.0,10/12/2016,1.0,3.0,629.0,44.0,-37.7312,144.9399
ID459331863,13 Nutwood St,4,h,755000.0,12/08/2017,2.0,2.0,479.0,24.0,-37.70952,145.033
ID197163083,17 Wicklow St,3,h,881000.0,15/07/2017,1.0,1.0,480.0,12.0,-37.71893,144.94246
ID566556044,114 Fongeo Dr,3,h,540000.0,3/09/2017,2.0,2.0,353.0,8.0,-37.9105,144.73457
ID638514304,8/300 Racecourse Rd,1,u,395000.0,25/02/2017,1.0,1.0,818.0,139.0,-37.788000000000004,144.9306
ID652482201,1/142 Derby St,3,h,585000.0,13/05/2017,1.0,1.0,0.0,19.0,-37.7243,144.9473
ID276881255,53 Molden St,2,u,761000.0,16/07/2016,1.0,2.0,282.0,13.0,-37.9073,145.0599
ID858263911,29 Orbital Dr,4,h,1095000.0,15/10/2016,3.0,5.0,654.0,44.0,-37.7392,144.8299
ID481430167,14 Glenauburn Rd,5,h,800000.0,17/06/2017,2.0,2.0,864.0,7.0,-37.72754000000001,145.11021000000005
ID505067187,32 Hooker Rd,3,h,515000.0,23/09/2017,2.0,1.0,517.0,34.0,-37.89423,144.64131
ID635696548,10 Murphy St,4,h,965000.0,15/10/2016,1.0,4.0,851.0,59.0,-37.8345,144.8444
ID296195241,50 Church St,2,h,1385000.0,26/08/2017,1.0,0.0,176.0,129.0,-37.78852,144.97871999999995
ID243761027,14/10 Claude St,2,t,386000.0,15/07/2017,1.0,1.0,150.0,49.0,-38.12477,145.13668
ID649625833,24 Kurrajong St,3,h,950000.0,28/05/2016,1.0,1.0,598.0,59.0,-37.9129,145.0786
ID593373595,13 Bruce St,3,h,1900000.0,19/11/2016,2.0,1.0,268.0,119.0,-37.8369,145.0072
ID492409481,173 Queen St,3,h,1335000.0,8/10/2016,1.0,4.0,777.0,66.0,-37.8697,144.8249
ID438076757,55 Parer St,4,t,900000.0,22/05/2016,3.0,2.0,381.0,6.0,-37.8459,145.1041
ID803284837,4/39 Kokaribb Rd,2,u,588000.0,16/07/2016,1.0,1.0,133.0,8.0,-37.89,145.0559
ID578469269,1/6 Burvale Ct,3,t,555000.0,27/05/2017,2.0,2.0,286.0,11.0,-37.69728,144.87455
ID507376253,119 Curtain St,1,h,885000.0,18/03/2017,1.0,0.0,93.0,49.0,-37.7888,144.9698
ID929732394,5/11 Albion St,2,u,497500.0,28/08/2016,0.0,0.0,0.0,91.0,-37.8739,144.9929
ID301137342,34 Oamaru St,3,h,1160000.0,16/04/2016,3.0,2.0,425.0,99.0,-37.7684,145.0099
ID722457810,4/26 Barnett St,3,t,917500.0,20/05/2017,1.0,1.0,98.0,22.0,-37.791,144.9323
ID572866847,46 Harold St,2,h,1110000.0,14/05/2016,1.0,0.0,288.0,94.0,-37.7564,144.9971
ID934265959,63 Denbigh Rd,3,h,1900000.0,22/05/2016,1.0,2.0,328.0,119.0,-37.8559,145.0158
ID963452680,375 Waverley Rd,4,h,1675000.0,3/09/2016,2.0,4.0,727.0,26.0,-37.8779,145.0651
ID586190766,107A Charles St,3,t,1420000.0,17/06/2017,2.0,2.0,187.0,4.0,-37.84714,144.98927
ID562815224,2 Country La,3,h,1009000.0,16/09/2017,2.0,2.0,663.0,39.0,-37.7417,145.0958
ID743075132,39 Emu Pde,3,h,551000.0,4/03/2017,1.0,0.0,610.0,64.0,-37.6885,144.9092
ID235756299,32 Margaret St,4,h,1620000.0,3/09/2016,2.0,2.0,697.0,79.0,-37.8151,145.135
ID294786442,36 Bayview Rd,3,h,1085000.0,24/06/2017,1.0,1.0,297.0,99.0,-37.808279999999996,144.8856
ID627344463,39 Mirls St,4,h,1005000.0,17/06/2017,1.0,1.0,390.0,89.0,-37.84283,144.87958999999995
ID491029513,13 Mutton Rd,3,h,540000.0,7/11/2016,1.0,1.0,614.0,59.0,-37.7141,144.9677
ID458552310,43 Mayston St,3,h,1625000.0,22/05/2016,1.0,3.0,372.0,64.0,-37.8267,145.054
ID679147661,108 Willsmere Rd,3,h,1775000.0,19/08/2017,2.0,4.0,733.0,114.0,-37.79398,145.03777
ID391433853,1/2 Ellesmere Rd,3,u,835000.0,29/07/2017,2.0,2.0,347.0,19.0,-37.853770000000004,145.15511999999995
ID610546082,5 Halpin St,3,h,1200000.0,4/06/2016,1.0,1.0,600.0,49.0,-37.769,144.9478
ID509912156,36 Meek St,3,h,2140000.0,8/04/2017,2.0,2.0,393.0,139.0,-37.902,144.9922
ID781853318,8/19 Mercer Rd,2,u,599000.0,3/09/2016,1.0,1.0,0.0,55.0,-37.8543,145.0262
ID283821630,4 Prismall St,3,h,988000.0,22/08/2016,1.0,4.0,715.0,11.0,-37.8423,144.8632
ID422163858,6212/172 Edward St,2,u,590000.0,17/09/2016,2.0,1.0,0.0,5.0,-37.7753,144.9725
ID778547777,16 William St,2,h,1310000.0,15/10/2016,1.0,2.0,238.0,129.0,-37.809,144.9976
ID182181997,42 Snowdon Dr,3,h,975000.0,26/08/2017,2.0,2.0,595.0,49.0,-37.97334,145.08192
ID770374866,1 Bolinda Rd,3,h,1700000.0,13/08/2016,2.0,3.0,763.0,59.0,-37.7935,145.0865
ID320344058,1a Benina St,2,u,860000.0,22/07/2017,1.0,1.0,230.0,29.0,-37.9236,145.05913
ID637619747,37 Thompson St,4,h,1715000.0,3/12/2016,2.0,2.0,705.0,97.0,-37.9035,145.028
ID550297073,23 Overland Dr,4,h,1208000.0,17/06/2017,2.0,2.0,785.0,44.0,-37.86343,145.18542
ID170391305,15 Gilbert Pde,3,h,1650000.0,12/08/2017,2.0,2.0,456.0,69.0,-37.84349,145.07367
ID491762983,29 Faussett St,2,h,2120000.0,10/09/2016,1.0,1.0,199.0,119.0,-37.8422,144.9554
ID458866046,1 Granville St,3,h,932000.0,9/09/2017,1.0,1.0,639.0,83.0,-37.70234,144.92123
ID784050369,2/9 Buckland St,2,u,503000.0,10/12/2016,1.0,1.0,0.0,59.0,-37.7822,144.9342
ID427056632,2/35 Porter Rd,2,u,605000.0,19/11/2016,1.0,1.0,166.0,11.0,-37.7416,145.0567
ID689611225,11/6 Byron St,1,u,313000.0,25/02/2017,1.0,1.0,0.0,59.0,-37.8766,144.991
ID894523096,46 Wilson St,2,h,1150000.0,29/07/2017,1.0,2.0,591.0,69.0,-37.94763,145.02716999999996
ID831053889,16 Josephine Gr,2,h,1088000.0,22/08/2016,1.0,2.0,712.0,91.0,-37.7354,145.015
ID160225057,18 Creswick Dr,4,h,765000.0,16/09/2017,2.0,2.0,612.0,15.0,-37.88177,144.74221
ID154949472,9/457 St Kilda St,2,u,695000.0,8/04/2017,1.0,1.0,845.0,49.0,-37.8888,144.991
ID900239227,76 Kenmare St,2,h,650000.0,26/08/2017,1.0,1.0,210.0,13.0,-37.70657,145.07878
ID692042832,8 Pescott Cl,4,t,1270000.0,18/06/2016,2.0,2.0,399.0,14.0,-37.8597,145.1084
